Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
u131.txt,1,533,45.34,29.95,75.50,42.81,7.40,14.26,80.30,47.09,15.20,11.26,8.82,0.00,2.06,0.19,0.19,3.94,3.94,11.07,8.07,6.00,6.38,1.50,16.14,6.38,1.50,1.50,6.94,1.69,6.75,3.75,2.81,0.00,1.13,0.00,6.38,0.19,0.38,0.19,0.38,9.76,2.06,1.13,2.06,3.00,0.75,2.63,1.50,0.94,0.19,0.38,1.31,0.56,0.38,0.19,0.19,6.94,1.13,1.50,1.88,2.44,0.75,3.19,11.63,1.31,13.88,2.25,4.69,7.13,1.88,2.63,0.19,0.94,0.00,0.19,2.06,0.75,0.38,0.56,0.38,0.00,30.96,14.45,3.38,4.69,0.00,1.13,1.50,1.13,0.00,2.81,0.38,1.50
u132.txt,1,14,92.84,92.33,52.86,25.77,4.67,21.43,92.86,57.14,28.57,21.43,14.29,0.00,7.14,0.00,0.00,7.14,7.14,21.43,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,0.00,14.29,7.14,7.14,0.00,0.00,7.14,21.43,7.14,0.00,7.14,0.00,14.29,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,14.29,7.14,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,7.14,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,0.00
u133.txt,1,348,84.45,65.64,69.96,95.04,10.55,19.83,81.61,46.26,9.48,6.32,2.59,0.57,0.57,2.30,0.29,3.16,6.03,15.23,8.91,3.74,4.60,0.86,16.09,4.60,1.72,0.86,4.02,0.57,6.32,5.46,0.86,0.00,0.00,0.57,8.62,0.86,0.86,2.30,0.57,8.91,2.01,0.57,1.15,2.01,2.01,2.30,1.44,0.86,0.29,0.29,1.15,0.29,0.29,0.00,0.29,10.06,3.74,2.59,2.87,1.44,0.00,3.16,10.63,2.59,20.69,2.30,8.91,9.48,3.74,2.01,0.29,0.57,0.57,0.00,1.72,0.00,1.44,0.29,0.00,0.00,31.61,9.48,0.86,0.57,0.00,0.00,9.20,0.29,0.57,3.16,1.15,6.32
u134.txt,1,84,70.17,40.60,85.62,47.81,8.40,13.10,82.14,45.24,8.33,3.57,3.57,0.00,0.00,0.00,0.00,4.76,4.76,11.90,5.95,7.14,8.33,0.00,15.48,5.95,1.19,1.19,2.38,3.57,3.57,2.38,1.19,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,5.95,1.19,1.19,0.00,2.38,2.38,0.00,4.76,0.00,2.38,1.19,4.76,1.19,0.00,0.00,3.57,3.57,0.00,0.00,2.38,1.19,0.00,2.38,11.90,2.38,22.62,7.14,11.90,8.33,1.19,3.57,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.24,8.33,4.76,0.00,0.00,2.38,2.38,0.00,0.00,1.19,0.00,1.19
u135.txt,1,430,73.14,53.72,41.87,83.60,26.88,10.47,83.49,42.33,12.09,6.05,2.79,0.70,2.56,0.00,0.00,6.05,4.42,12.56,8.60,3.72,3.49,0.93,17.91,5.81,1.63,1.86,6.98,2.33,11.86,7.44,4.19,0.23,1.86,0.23,5.58,0.23,0.47,0.23,0.23,10.23,2.09,0.23,2.79,3.95,1.40,1.40,3.49,2.09,0.00,1.40,4.19,2.33,0.93,0.00,0.70,6.05,2.33,2.33,0.70,0.93,0.23,0.93,12.33,2.09,16.28,1.86,6.28,8.60,2.33,2.09,0.23,0.23,0.70,0.00,7.91,2.79,3.72,0.93,0.93,0.23,26.28,3.02,9.77,0.23,0.00,1.16,2.56,0.23,0.00,3.49,0.00,5.81
u136.txt,1,22,96.29,50.00,31.94,94.75,11.00,0.00,31.82,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,18.18,4.55,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
u137.txt,1,190,93.33,37.60,95.29,34.93,10.56,12.11,83.16,45.79,7.37,4.74,3.16,0.00,0.53,1.05,0.00,2.63,8.42,15.79,9.47,3.68,1.05,2.11,16.84,3.16,0.53,0.53,2.11,0.00,4.74,2.63,2.11,0.00,0.00,0.00,3.16,0.53,0.00,0.53,1.58,4.74,1.58,0.53,0.53,0.53,0.00,1.58,0.53,0.00,0.00,0.53,3.16,2.11,0.53,0.00,0.53,6.32,0.53,2.11,0.53,2.63,0.53,1.05,16.84,2.11,26.32,5.26,7.89,14.74,2.11,3.16,1.05,1.05,0.00,0.00,1.58,0.00,0.53,0.53,0.53,0.00,17.89,10.00,3.16,0.00,0.00,0.53,0.53,0.00,0.00,2.11,0.00,1.58
u138.txt,1,574,23.02,56.23,67.32,58.73,12.76,15.33,87.80,56.45,18.47,11.15,5.75,1.57,2.79,0.00,1.05,7.32,4.36,10.98,11.67,7.32,5.57,3.14,22.30,4.01,2.09,1.74,1.74,2.26,6.79,4.18,2.44,0.35,0.35,0.70,11.67,0.17,0.52,0.17,0.70,16.90,3.31,2.09,2.61,5.92,1.74,4.88,2.44,1.05,0.87,0.52,2.09,0.70,0.17,0.17,0.52,6.97,2.79,1.05,2.09,1.05,0.52,2.96,15.16,3.48,12.37,2.09,5.05,5.40,1.39,1.22,0.35,0.17,0.17,0.00,2.79,0.70,0.87,0.35,0.87,0.00,57.49,25.61,5.57,0.87,0.17,1.05,3.48,0.87,2.79,4.36,1.74,10.98
u139.txt,1,49,67.14,20.71,99.00,1.00,49.00,12.24,93.88,46.94,14.29,12.24,12.24,0.00,0.00,0.00,0.00,2.04,6.12,12.24,4.08,10.20,4.08,0.00,18.37,6.12,0.00,8.16,0.00,4.08,8.16,2.04,6.12,0.00,0.00,0.00,6.12,2.04,0.00,2.04,0.00,12.24,0.00,6.12,0.00,2.04,2.04,2.04,2.04,0.00,0.00,2.04,2.04,0.00,2.04,0.00,0.00,8.16,2.04,0.00,2.04,4.08,0.00,2.04,14.29,2.04,22.45,4.08,8.16,10.20,6.12,0.00,2.04,0.00,0.00,0.00,2.04,0.00,2.04,0.00,0.00,0.00,28.57,18.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.00,2.04
u14.txt,1,2223,68.01,49.28,21.37,16.17,7.01,18.04,75.71,43.41,11.07,7.56,3.87,0.13,2.02,0.45,1.08,3.51,6.66,9.67,10.35,4.14,3.15,1.57,16.55,4.59,1.35,1.75,2.25,1.48,6.39,2.83,3.51,0.18,2.20,0.18,6.97,0.18,0.00,0.04,0.63,8.28,1.75,1.03,1.62,1.62,1.53,1.93,3.37,2.11,0.22,0.63,5.31,1.26,0.49,1.44,1.93,5.35,1.26,1.44,1.98,1.30,0.27,2.47,12.64,1.98,10.75,1.39,5.17,4.27,1.12,2.16,0.27,0.13,0.72,0.58,3.91,1.93,0.85,0.49,0.63,0.09,38.91,12.55,5.13,0.54,0.04,1.66,5.94,0.81,3.24,3.82,0.27,4.90
u140.txt,1,47,98.07,41.59,77.49,25.77,23.50,12.77,63.83,29.79,2.13,2.13,2.13,0.00,0.00,0.00,0.00,0.00,2.13,19.15,2.13,4.26,4.26,0.00,8.51,6.38,6.38,0.00,2.13,4.26,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,4.26,0.00,0.00,2.13,0.00,0.00,2.13,4.26,2.13,0.00,2.13,0.00,0.00,0.00,0.00,0.00,2.13,2.13,0.00,0.00,0.00,0.00,0.00,6.38,2.13,23.40,4.26,10.64,10.64,4.26,2.13,0.00,0.00,0.00,0.00,2.13,0.00,2.13,0.00,0.00,0.00,36.17,8.51,2.13,0.00,0.00,2.13,4.26,0.00,0.00,0.00,0.00,19.15
u141.txt,1,5174,59.97,22.20,79.56,35.56,13.34,15.33,84.98,46.98,13.39,9.06,7.05,0.23,0.87,0.77,0.14,4.33,5.37,11.87,7.89,5.97,5.18,1.78,16.33,5.66,2.22,1.04,1.28,2.47,9.20,4.83,4.27,0.27,2.03,0.66,5.18,0.50,0.17,0.48,0.95,11.77,1.64,1.24,1.49,4.08,1.14,3.56,2.80,0.89,0.58,1.06,4.70,1.93,1.58,0.72,0.52,5.47,1.12,1.18,1.41,1.76,0.29,2.98,11.60,2.07,15.96,2.71,6.86,6.94,1.18,1.53,0.93,0.31,0.44,0.46,4.62,1.55,1.72,0.73,0.56,0.15,39.06,13.63,4.74,0.58,0.25,0.54,4.41,3.05,1.31,4.39,1.55,4.62
u142.txt,1,1028,50.76,34.85,79.63,99.00,16.32,11.09,89.20,51.36,14.69,10.12,7.78,0.58,1.36,0.00,0.39,4.57,5.84,11.67,9.53,6.13,5.45,1.95,17.70,4.38,1.26,1.26,1.75,1.85,10.12,8.07,2.04,0.49,0.39,0.58,7.59,0.19,0.10,0.29,0.19,10.31,1.75,0.49,2.24,3.70,1.07,3.02,2.63,1.07,0.78,0.58,2.33,1.17,0.58,0.10,0.58,6.52,2.24,1.17,1.17,2.24,0.29,3.60,12.45,2.24,15.66,2.82,6.23,7.20,1.36,3.40,0.78,0.19,0.39,0.10,5.74,0.68,3.99,0.68,0.29,0.29,22.57,11.67,1.36,0.97,0.00,0.78,3.50,0.88,0.39,1.46,0.00,1.56
u143.txt,1,567,40.16,28.62,71.11,41.73,9.30,11.29,84.83,53.97,17.28,9.70,7.05,0.00,1.06,1.59,0.00,7.58,4.06,14.11,10.05,7.41,5.29,2.12,20.28,4.41,2.82,1.76,3.17,1.59,4.41,2.65,1.76,0.18,0.53,0.71,6.35,0.35,0.00,0.18,1.76,14.46,2.82,1.59,3.00,4.94,1.06,3.88,2.65,0.53,0.88,1.23,0.88,0.18,0.18,0.00,0.35,4.41,0.71,1.23,1.23,1.06,0.35,3.35,15.70,1.76,15.17,2.29,5.64,7.23,1.94,2.12,0.71,1.23,0.00,0.18,1.23,0.00,0.35,0.35,0.18,0.18,27.16,13.76,1.41,1.76,0.00,0.88,1.23,0.35,0.00,4.41,1.06,2.29
u144.txt,1,23,70.30,66.81,1.00,25.77,4.60,17.39,82.61,52.17,13.04,0.00,0.00,0.00,0.00,0.00,0.00,13.04,13.04,8.70,17.39,0.00,0.00,4.35,30.43,4.35,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,21.74,0.00,4.35,4.35,0.00,8.70,4.35,4.35,0.00,0.00,0.00,13.04,4.35,0.00,0.00,8.70,4.35,0.00,0.00,0.00,4.35,0.00,0.00,17.39,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78,21.74,0.00,0.00,0.00,0.00,0.00,4.35,8.70,0.00,0.00,0.00
u145.txt,1,636,76.52,90.92,27.73,93.95,13.83,14.94,83.81,49.84,11.64,8.96,1.73,2.83,1.73,1.42,1.26,2.67,7.86,12.89,8.49,4.09,5.97,0.94,15.72,4.40,1.57,2.20,2.83,1.42,5.66,5.03,0.63,0.00,0.16,0.16,13.68,0.00,0.00,0.63,2.99,7.70,1.10,1.26,1.10,2.20,0.79,2.20,3.14,1.26,1.42,0.47,1.57,0.63,0.00,0.00,0.47,9.91,3.62,0.31,4.56,1.42,0.16,2.83,9.75,3.46,14.94,2.83,7.70,4.40,0.31,0.79,0.16,0.47,3.46,0.16,0.16,0.00,0.16,0.00,0.00,0.00,26.10,10.38,5.82,0.47,0.31,0.94,1.57,0.63,3.14,1.89,0.31,0.63
u146.txt,1,90,32.98,67.16,18.21,1.03,6.43,14.44,86.67,51.11,12.22,8.89,2.22,0.00,2.22,4.44,0.00,3.33,5.56,8.89,16.67,5.56,4.44,2.22,24.44,3.33,0.00,1.11,1.11,0.00,7.78,2.22,5.56,0.00,1.11,3.33,10.00,0.00,1.11,0.00,4.44,15.56,1.11,3.33,2.22,5.56,1.11,3.33,2.22,0.00,2.22,0.00,3.33,1.11,2.22,0.00,0.00,10.00,2.22,3.33,3.33,2.22,2.22,5.56,11.11,5.56,15.56,1.11,7.78,5.56,2.22,2.22,1.11,1.11,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,28.89,15.56,5.56,0.00,0.00,0.00,0.00,0.00,2.22,3.33,0.00,2.22
u147.txt,1,908,56.30,84.20,36.58,99.00,12.27,14.76,84.03,44.60,13.11,7.49,1.87,0.22,4.85,0.00,0.55,5.62,5.29,9.91,7.27,4.74,6.17,2.20,15.97,5.62,1.43,2.20,1.65,2.42,10.46,9.03,1.43,0.00,0.66,0.33,12.22,0.44,0.77,0.22,0.55,11.23,1.76,1.65,2.20,3.63,1.54,3.19,1.54,1.10,0.44,0.00,1.87,0.55,1.32,0.00,0.00,8.26,2.53,2.09,2.09,2.42,0.11,1.54,11.12,3.19,14.32,1.87,4.30,8.81,1.98,1.76,0.11,0.88,0.77,0.11,3.74,0.00,3.41,0.33,0.22,0.00,26.65,10.02,2.86,0.44,0.22,0.88,2.97,1.65,1.54,2.20,0.88,2.97
u148.txt,1,1208,78.19,43.09,74.32,55.42,14.38,15.65,81.13,42.80,6.71,4.64,3.89,0.08,0.33,0.25,0.08,1.99,3.97,14.07,4.14,3.81,12.00,0.99,10.51,2.81,1.08,0.91,8.36,1.16,3.15,2.32,0.75,0.00,0.00,0.08,3.73,0.41,0.08,0.75,0.33,5.38,0.50,0.75,0.99,2.15,0.50,0.99,1.90,1.16,0.17,0.25,2.65,0.83,0.08,0.17,1.66,6.95,0.99,3.73,0.99,1.16,0.25,0.66,9.69,7.20,20.78,1.90,6.54,12.50,11.34,2.40,3.31,0.17,0.91,0.00,0.83,0.00,0.66,0.17,0.00,0.00,25.08,5.05,5.30,2.81,0.00,0.50,1.90,1.08,0.00,2.98,0.66,4.80
u149.txt,1,136,85.18,74.61,2.85,79.41,12.36,29.41,71.32,38.24,8.82,5.88,0.00,0.00,0.74,5.15,0.00,2.94,4.41,12.50,5.15,4.41,3.68,0.74,10.29,2.21,0.00,0.00,0.74,0.74,5.88,4.41,1.47,1.47,0.00,0.00,8.82,0.74,0.00,5.88,0.00,5.15,1.47,0.74,1.47,2.21,0.74,2.21,2.94,2.21,0.74,0.00,5.15,2.21,0.74,0.00,2.21,7.35,1.47,1.47,1.47,1.47,1.47,2.21,6.62,1.47,12.50,2.21,5.15,6.62,2.21,1.47,0.00,0.00,0.74,0.00,0.74,0.00,0.74,0.00,0.00,0.00,26.47,9.56,2.94,1.47,0.00,0.00,0.00,1.47,1.47,2.94,1.47,5.15
u15.txt,1,394,65.36,44.96,80.42,34.59,6.91,13.71,85.79,46.45,12.18,9.90,6.60,0.76,1.02,1.52,0.00,2.28,3.81,13.20,9.64,4.57,3.55,2.03,15.74,6.09,3.30,0.51,3.81,2.79,6.60,3.55,3.05,0.00,0.51,1.02,8.38,0.51,0.51,1.78,0.51,8.88,1.78,1.02,1.52,1.52,2.28,2.03,1.52,0.00,0.25,1.02,7.36,2.79,2.28,0.25,1.78,9.39,2.79,1.52,2.28,2.54,1.27,3.05,9.90,1.27,18.78,1.52,6.85,9.90,4.06,1.27,0.00,0.76,0.51,0.51,2.54,0.76,1.52,0.00,0.25,0.00,58.38,21.57,0.76,2.03,0.00,4.31,17.01,0.51,0.00,3.05,1.02,8.12
u150.txt,1,426,88.08,76.66,37.04,73.94,14.69,19.48,78.64,46.95,11.03,7.75,1.88,0.23,1.88,2.35,1.41,3.29,7.75,15.26,8.45,2.58,3.76,1.17,13.38,4.93,2.35,0.47,0.47,1.17,4.93,3.76,1.17,0.00,0.47,0.47,10.33,0.94,0.47,1.17,2.58,4.69,1.41,0.23,0.94,0.47,0.94,1.41,2.82,1.64,0.47,0.23,2.35,0.47,0.70,0.23,0.70,5.87,1.88,1.64,2.11,1.88,0.00,4.46,8.69,0.47,17.61,0.70,9.86,7.28,0.94,2.11,1.17,0.70,0.00,0.23,1.17,0.70,0.47,0.00,0.23,0.23,33.10,10.56,4.46,0.00,0.00,0.00,1.17,0.94,5.16,2.11,0.00,8.69
u151.txt,1,337,84.09,40.62,72.73,59.49,12.04,13.95,82.20,49.26,10.98,5.93,3.26,0.30,1.48,0.30,0.59,5.04,7.42,15.73,8.61,4.15,3.26,2.67,17.21,7.12,3.56,0.89,3.26,3.26,4.75,3.26,1.48,0.30,0.30,0.30,6.53,0.00,0.59,0.00,0.89,13.65,4.45,1.19,2.08,1.78,1.19,4.45,3.86,1.19,1.48,0.89,3.26,0.89,0.00,0.59,1.78,5.64,1.48,2.97,1.78,1.48,0.59,2.37,13.06,0.89,14.84,2.67,8.90,3.56,3.26,3.86,0.00,0.30,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,18.69,6.23,2.08,0.00,0.00,0.89,1.78,0.30,0.89,2.97,0.00,3.56
u152.txt,1,667,41.01,32.12,69.96,36.30,8.78,15.44,84.86,49.18,13.34,6.90,4.65,0.00,1.05,0.90,0.30,6.45,5.25,10.19,12.74,7.20,3.60,2.25,19.19,6.00,2.85,2.25,2.25,1.65,9.00,4.80,4.20,0.00,2.25,0.45,6.00,0.00,0.15,0.15,1.05,11.09,2.70,0.60,1.20,3.00,1.50,3.45,2.70,1.50,0.60,0.60,3.60,1.20,0.30,0.00,1.05,4.95,1.95,0.60,0.75,1.20,0.75,2.55,14.99,2.40,15.44,1.20,6.60,7.65,1.95,2.85,1.05,0.60,0.45,0.30,3.90,1.35,1.05,0.45,0.30,0.60,41.38,19.19,2.55,0.45,0.00,0.75,9.30,0.90,1.80,4.05,0.45,1.95
u153.txt,1,415,66.70,75.02,9.16,75.04,7.69,21.20,86.99,49.16,11.33,6.75,0.96,0.00,0.96,4.82,0.00,4.58,6.27,12.53,10.60,6.02,3.86,1.45,22.17,6.27,3.13,2.65,0.72,2.17,7.47,5.06,2.41,0.72,0.24,0.48,10.36,0.24,0.00,5.06,0.48,15.42,3.61,2.65,3.86,1.93,1.93,1.93,0.72,0.24,0.24,0.24,4.10,0.72,0.72,0.00,3.13,5.78,0.72,1.93,2.41,0.96,0.96,4.10,14.46,2.17,15.18,2.65,5.54,6.99,2.89,1.45,0.24,0.24,0.00,0.24,1.20,0.24,0.00,0.24,0.72,0.00,22.89,10.60,0.96,0.00,0.00,1.69,3.61,0.24,0.00,1.45,0.96,3.37
u154.txt,1,1467,59.57,58.62,39.65,65.80,12.43,14.18,86.09,50.58,13.16,8.04,2.66,0.27,1.57,3.20,0.34,5.11,6.41,12.54,9.54,6.13,5.39,1.84,18.75,6.61,2.04,1.30,2.25,1.57,7.50,4.77,2.66,0.27,0.82,0.61,8.38,0.14,0.00,0.34,2.93,12.13,2.86,1.91,1.77,3.00,1.36,3.34,3.14,1.23,0.75,1.09,4.57,1.43,1.70,0.07,1.30,6.68,0.82,1.77,2.18,2.79,0.41,3.89,12.95,1.57,15.54,1.77,6.68,7.29,1.36,1.50,0.75,0.48,0.20,0.27,0.89,0.20,0.14,0.27,0.27,0.00,20.72,7.36,3.07,0.07,0.00,0.41,2.39,0.34,1.43,2.45,0.68,2.52
u155.txt,1,97,96.63,45.88,67.42,81.50,5.39,21.65,45.36,20.62,2.06,1.03,1.03,0.00,0.00,0.00,0.00,1.03,5.15,8.25,0.00,4.12,1.03,1.03,1.03,5.15,1.03,2.06,2.06,0.00,3.09,3.09,0.00,0.00,0.00,0.00,3.09,1.03,0.00,0.00,0.00,3.09,0.00,0.00,0.00,0.00,1.03,2.06,2.06,1.03,0.00,0.00,1.03,0.00,0.00,0.00,1.03,4.12,1.03,2.06,0.00,1.03,0.00,0.00,3.09,2.06,20.62,1.03,10.31,10.31,4.12,1.03,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.36,15.46,1.03,3.09,0.00,3.09,19.59,0.00,0.00,1.03,2.06,0.00
u156.txt,1,26,95.89,22.08,98.79,25.77,6.50,23.08,96.15,50.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,11.54,15.38,15.38,0.00,0.00,3.85,30.77,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,15.38,3.85,3.85,0.00,0.00,3.85,3.85,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,0.00,7.69,23.08,0.00,23.08,3.85,11.54,7.69,0.00,3.85,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,26.92,0.00,3.85,0.00,0.00,15.38,0.00,0.00,3.85,0.00,0.00
u157.txt,1,1113,57.18,54.65,60.79,17.88,10.70,15.81,83.02,48.61,15.72,10.51,5.21,1.08,3.50,0.63,0.09,5.12,7.19,10.33,9.16,4.40,4.13,2.07,18.69,3.59,1.71,0.99,2.16,1.71,7.28,3.32,3.86,0.09,2.43,0.27,9.07,0.27,0.09,0.63,0.63,12.40,2.88,1.44,1.71,2.70,2.43,2.61,2.25,0.81,0.90,0.45,2.96,1.08,0.81,0.81,0.54,7.19,1.80,0.99,2.43,1.89,0.63,3.23,13.21,1.26,14.29,2.34,6.20,6.02,3.59,2.16,0.09,0.45,0.18,0.18,4.94,2.61,1.35,0.54,0.27,0.09,34.23,13.93,3.23,0.45,0.00,2.70,0.90,0.99,5.39,3.23,0.54,2.88
u158.txt,1,26,88.28,35.01,1.40,25.77,5.20,11.54,26.92,15.38,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,76.92,3.85,0.00,7.69,0.00,0.00,30.77,11.54,0.00,0.00,0.00,23.08
u159.txt,1,502,64.92,57.13,77.32,99.00,7.38,18.53,82.47,41.83,11.55,7.37,4.78,1.00,1.59,0.00,0.00,4.18,4.98,10.36,7.37,3.98,5.58,1.99,13.35,6.77,1.79,1.00,5.18,1.99,9.36,7.77,1.20,0.00,0.20,0.40,8.57,1.99,0.60,0.00,1.39,8.76,1.20,1.20,0.60,1.99,2.19,2.59,3.39,1.59,0.60,0.40,3.98,1.20,0.40,0.20,1.79,7.57,4.38,1.20,1.00,1.99,0.00,2.99,9.76,0.40,17.53,1.39,5.78,10.36,1.99,3.78,1.59,0.20,0.60,0.00,2.79,0.00,2.59,0.20,0.20,0.00,42.03,17.93,1.39,1.59,0.00,1.59,6.57,1.39,0.80,3.78,0.00,6.97
u16.txt,1,258,93.90,48.45,19.74,90.10,10.32,15.12,68.22,36.82,4.65,3.49,1.55,0.78,0.78,0.39,0.00,1.16,8.91,11.24,5.04,5.04,2.33,1.94,13.57,2.33,0.39,0.39,10.08,1.55,9.30,6.59,2.71,0.39,1.55,0.39,4.65,0.00,0.00,0.00,0.78,6.98,1.16,1.55,0.78,1.55,0.78,1.16,1.55,0.78,0.00,0.39,5.43,2.71,1.16,0.39,0.39,9.30,1.94,4.26,5.04,1.55,0.00,1.16,10.47,0.39,13.18,1.55,5.81,6.59,5.81,1.55,0.00,0.39,0.39,0.00,2.71,1.94,0.39,0.00,0.39,0.00,34.11,16.67,3.10,3.49,0.00,1.55,1.16,3.49,0.78,0.78,0.00,3.10
u160.txt,1,215,91.89,44.46,67.48,98.32,10.24,20.93,79.07,41.40,7.44,4.65,2.79,0.00,0.47,0.93,0.47,2.79,9.30,11.63,4.65,4.19,4.19,1.40,9.30,5.58,0.93,0.00,2.79,2.33,7.44,6.51,0.93,0.00,0.47,0.00,6.05,0.00,0.47,0.93,0.47,6.98,0.93,0.00,0.93,0.93,1.86,2.79,0.93,0.47,0.00,0.47,3.26,0.93,0.47,0.00,0.47,10.23,2.79,2.33,2.33,3.26,0.00,3.26,6.98,0.47,19.07,2.79,7.44,9.30,2.79,1.40,1.40,1.40,0.47,0.00,4.65,0.93,2.79,0.00,0.93,0.00,28.84,13.02,3.26,0.93,0.47,0.47,1.86,0.47,0.93,0.47,2.79,4.19
u161.txt,1,884,66.07,42.81,75.36,53.41,10.65,13.57,85.52,49.43,12.67,8.26,5.20,0.34,1.47,0.90,0.34,4.41,7.35,12.10,7.35,6.00,6.45,1.70,16.97,3.85,1.36,1.13,2.71,1.36,7.69,4.52,3.05,0.68,0.79,0.68,7.24,0.11,0.57,1.24,0.57,9.73,1.81,0.79,1.58,3.05,1.02,3.17,2.60,1.70,0.68,0.23,3.39,0.90,0.79,0.11,1.13,6.79,1.70,1.02,2.60,1.58,0.45,3.96,11.09,1.13,17.42,2.83,7.24,7.47,2.15,2.04,0.34,0.90,0.57,0.11,2.60,0.79,0.57,0.68,0.45,0.00,21.83,7.69,2.15,0.90,0.00,0.57,4.41,0.57,1.13,1.92,1.36,1.13
u162.txt,1,127,63.29,23.92,75.80,70.24,18.14,14.17,95.28,54.33,13.39,9.45,7.87,0.00,1.57,0.00,0.00,3.94,7.09,13.39,11.81,3.94,3.15,3.94,26.77,6.30,3.94,0.00,0.79,0.79,7.09,4.72,2.36,0.79,0.00,0.79,6.30,1.57,0.79,0.79,0.00,13.39,0.79,0.00,4.72,3.94,1.57,3.15,5.51,0.79,2.36,0.79,3.94,1.57,0.79,0.00,1.57,8.66,1.57,3.15,0.00,4.72,0.79,3.15,13.39,7.09,18.11,2.36,7.09,10.24,2.36,1.57,0.79,0.00,0.00,0.00,1.57,0.00,0.79,0.00,0.79,0.00,5.51,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00
u163.txt,1,10,92.84,50.00,93.30,25.77,10.00,10.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,20.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,30.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
